Triplet_ID,Anchor,Positive,Negative,Hardness Score
41,Fleece_wind2_b0.001_m0.7_1.avi,Fleece_wind3_b0.001_m1.3_1.avi,Cotton_wind2_b0.1_m1.3_1.avi,5
42,Fleece_wind3_b0.001_m0.5_1.avi,Sweater_wind3_b0.001_m0.7_1.avi,Silk_wind3_b100_m0.1_1.avi,3
43,Sha_wind3_b0.001_m0.1_1.avi,Silk_wind1_b0.001_m0.3_1.avi,Sha_wind1_b0.01_m0.3_1.avi,3
44,Sha_wind2_b0.001_m1.7_1.avi,Cotton_wind2_b0.001_m1_1.avi,Bro_wind2_b0.01_m1.3_1.avi,3
45,Sweater_wind2_b10_m1_1.avi,FeltGreen_wind2_b10_m1.7_1.avi,Sweater_wind2_b0.1_m0.1_1.avi,5
46,Sweater_wind1_b10_m1.3_1.avi,Sha_wind2_b10_m1_1.avi,Fleece_wind3_b1_m0.7_1.avi,7
47,Sweater_wind1_b10_m1.3_1.avi,Cotton_wind3_b10_m1.3_1.avi,FeltGreen_wind1_b0.1_m1.3_1.avi,5
48,Cotton_wind2_b0.001_m0.7_1.avi,Cotton_wind3_b0.001_m1.3_1.avi,Sweater_wind1_b10_m0.7_1.avi,5
49,Sweater_wind1_b0.1_m0.3_1.avi,Fleece_wind1_b0.1_m0.7_1.avi,Fleece_wind2_b1_m0.5_1.avi,4
50,FeltGreen_wind1_b0.01_m0.5_1.avi,Silk_wind2_b0.01_m1.3_1.avi,Bro_wind3_b0.001_m1_1.avi,8
51,Cotton_wind2_b0.001_m0.3_1.avi,FeltGreen_wind3_b0.001_m1_1.avi,Fleece_wind1_b10_m1.7_1.avi,5
52,Sha_wind1_b100_m1.7_1.avi,Bro_wind1_b100_m1_1.avi,Bro_wind2_b0.1_m1_1.avi,2
53,FeltGreen_wind1_b1_m1.3_1.avi,Sweater_wind2_b1_m0.7_1.avi,Sha_wind3_b0.01_m0.3_1.avi,6
54,Silk_wind1_b10_m1_1.avi,Bro_wind1_b10_m0.5_1.avi,Cotton_wind2_b1_m1.7_1.avi,6
55,Silk_wind1_b1_m0.5_1.avi,Sha_wind1_b1_m1.7_1.avi,Cotton_wind3_b0.1_m0.3_1.avi,7
56,Silk_wind2_b0.01_m0.1_1.avi,Fleece_wind2_b0.01_m0.3_1.avi,Silk_wind2_b100_m1_1.avi,4
57,Bro_wind3_b0.01_m1.7_1.avi,Sweater_wind2_b0.01_m0.1_1.avi,Silk_wind1_b0.1_m1.7_1.avi,4
58,Sweater_wind3_b0.01_m0.3_1.avi,Fleece_wind2_b0.01_m1.3_1.avi,Cotton_wind3_b10_m1_1.avi,7
59,Cotton_wind1_b100_m1.3_1.avi,Cotton_wind1_b100_m1.3_1.avi,Silk_wind1_b1_m1.7_1.avi,3
60,FeltGreen_wind1_b1_m1.7_1.avi,Fleece_wind2_b1_m0.1_1.avi,FeltGreen_wind2_b100_m1.7_1.avi,9
61,FeltGreen_wind2_b1_m1.3_1.avi,FeltGreen_wind3_b1_m1_1.avi,Bro_wind1_b0.001_m1_1.avi,1
62,Fleece_wind2_b0.001_m1.3_1.avi,Cotton_wind2_b0.001_m0.5_1.avi,Cotton_wind1_b10_m0.5_1.avi,4
63,Silk_wind2_b0.001_m1_1.avi,Fleece_wind3_b0.001_m1.3_1.avi,Bro_wind2_b10_m0.7_1.avi,5
64,Silk_wind2_b10_m0.5_1.avi,FeltGreen_wind1_b10_m0.5_1.avi,Sweater_wind3_b100_m0.3_1.avi,2
65,Bro_wind1_b0.01_m1.7_1.avi,Sha_wind3_b0.01_m1.3_1.avi,FeltGreen_wind3_b0.001_m1.7_1.avi,9
66,Cotton_wind3_b0.001_m0.3_1.avi,Silk_wind3_b0.001_m0.7_1.avi,Silk_wind1_b100_m0.3_1.avi,5
67,Bro_wind3_b1_m0.3_1.avi,Cotton_wind1_b1_m1.3_1.avi,Sweater_wind3_b0.1_m1.7_1.avi,7
68,Bro_wind2_b100_m1.7_1.avi,Fleece_wind3_b100_m0.7_1.avi,FeltGreen_wind3_b1_m0.3_1.avi,7
69,Sha_wind1_b1_m0.1_1.avi,Cotton_wind3_b1_m0.5_1.avi,FeltGreen_wind3_b100_m0.5_1.avi,7
70,FeltGreen_wind3_b1_m0.3_1.avi,Sweater_wind2_b1_m0.3_1.avi,Sweater_wind2_b10_m0.3_1.avi,4
71,Sha_wind3_b0.01_m1.3_1.avi,Fleece_wind3_b0.01_m1.3_1.avi,Sweater_wind2_b10_m1_1.avi,4
72,Silk_wind2_b0.01_m1.7_1.avi,Silk_wind1_b0.01_m1.7_1.avi,Bro_wind2_b1_m0.5_1.avi,5
73,Silk_wind3_b0.01_m1.3_1.avi,Fleece_wind3_b0.01_m0.1_1.avi,Bro_wind3_b0.1_m1.7_1.avi,3
74,Sha_wind3_b0.001_m1.3_1.avi,Bro_wind1_b0.001_m1.7_1.avi,Cotton_wind3_b1_m1.7_1.avi,5
75,Sweater_wind1_b1_m1.3_1.avi,Sweater_wind1_b1_m0.3_1.avi,Fleece_wind1_b0.1_m0.3_1.avi,4
76,FeltGreen_wind1_b0.1_m0.3_1.avi,Fleece_wind2_b0.1_m1_1.avi,Sha_wind1_b0.01_m0.5_1.avi,8
77,Silk_wind3_b1_m0.7_1.avi,Fleece_wind1_b1_m1.3_1.avi,Fleece_wind3_b0.01_m1.3_1.avi,6
78,Cotton_wind3_b0.01_m0.1_1.avi,Fleece_wind2_b0.01_m1.7_1.avi,Sweater_wind2_b10_m1.3_1.avi,8
79,FeltGreen_wind3_b100_m1.3_1.avi,Silk_wind2_b100_m1.3_1.avi,Bro_wind1_b0.1_m0.7_1.avi,2
80,Silk_wind2_b0.01_m1.3_1.avi,Sha_wind1_b0.01_m1_1.avi,Cotton_wind1_b1_m1.3_1.avi,9
81,Sweater_wind1_b0.1_m0.3_1.avi,Sha_wind3_b0.1_m1.3_1.avi,Sweater_wind3_b100_m0.1_1.avi,8
82,Sweater_wind1_b0.1_m1.7_1.avi,Silk_wind3_b0.1_m1_1.avi,Cotton_wind1_b100_m1_1.avi,5
83,Fleece_wind2_b0.01_m1.3_1.avi,Sha_wind1_b0.01_m0.5_1.avi,Silk_wind2_b0.1_m1.3_1.avi,4
84,Sha_wind2_b1_m0.7_1.avi,Silk_wind3_b1_m0.7_1.avi,Bro_wind3_b0.001_m1.7_1.avi,3
85,FeltGreen_wind3_b10_m0.3_1.avi,Cotton_wind1_b10_m0.7_1.avi,Silk_wind2_b0.001_m0.7_1.avi,4
86,Silk_wind2_b0.001_m0.1_1.avi,Cotton_wind3_b0.001_m0.5_1.avi,FeltGreen_wind3_b100_m0.1_1.avi,6
87,Bro_wind1_b1_m1.3_1.avi,Bro_wind3_b1_m0.5_1.avi,Sweater_wind1_b0.001_m0.5_1.avi,1
88,Sweater_wind2_b1_m1_1.avi,Bro_wind1_b1_m0.3_1.avi,Cotton_wind3_b0.01_m0.7_1.avi,7
89,Silk_wind1_b10_m0.3_1.avi,Sha_wind1_b10_m1_1.avi,Bro_wind1_b0.01_m1.3_1.avi,2
90,Fleece_wind2_b1_m1_1.avi,Bro_wind1_b1_m0.3_1.avi,Sweater_wind2_b0.1_m1.7_1.avi,7
91,Sweater_wind2_b1_m1.7_1.avi,Sha_wind1_b1_m0.7_1.avi,FeltGreen_wind2_b0.01_m0.7_1.avi,5
92,Cotton_wind3_b10_m0.1_1.avi,Silk_wind1_b10_m1_1.avi,Fleece_wind2_b1_m0.5_1.avi,8
93,Silk_wind2_b0.001_m1.3_1.avi,Silk_wind1_b0.001_m0.5_1.avi,Bro_wind2_b100_m1_1.avi,4
94,Cotton_wind3_b100_m1.3_1.avi,Bro_wind1_b100_m1_1.avi,Sweater_wind1_b1_m0.5_1.avi,7
95,Silk_wind3_b0.001_m1_1.avi,Sweater_wind1_b0.001_m0.5_1.avi,FeltGreen_wind2_b10_m1.3_1.avi,6
96,FeltGreen_wind3_b0.1_m1.7_1.avi,FeltGreen_wind1_b0.1_m1_1.avi,Sha_wind3_b1_m1_1.avi,1
97,Bro_wind3_b0.1_m1.7_1.avi,Fleece_wind2_b0.1_m0.7_1.avi,Cotton_wind1_b10_m1_1.avi,8
98,Sweater_wind1_b0.001_m1_1.avi,Cotton_wind3_b0.001_m0.5_1.avi,Bro_wind3_b1_m0.3_1.avi,7
99,Cotton_wind3_b0.001_m1.3_1.avi,Sweater_wind3_b0.001_m0.5_1.avi,Sha_wind2_b10_m1_1.avi,5
100,FeltGreen_wind1_b0.01_m0.3_1.avi,Sha_wind2_b0.01_m0.1_1.avi,Cotton_wind2_b0.001_m1.3_1.avi,8
101,Cotton_wind3_b0.1_m0.5_1.avi,Sha_wind1_b0.1_m0.1_1.avi,FeltGreen_wind1_b100_m0.3_1.avi,8
102,Silk_wind2_b0.001_m0.7_1.avi,Fleece_wind1_b0.001_m1_1.avi,Sweater_wind2_b100_m1.7_1.avi,4
103,Silk_wind3_b10_m0.1_1.avi,FeltGreen_wind3_b10_m0.7_1.avi,Bro_wind3_b0.01_m1.3_1.avi,2
104,FeltGreen_wind3_b0.01_m0.7_1.avi,Sweater_wind2_b0.01_m0.7_1.avi,Fleece_wind2_b1_m1.3_1.avi,7
105,Sha_wind2_b10_m0.5_1.avi,Fleece_wind1_b10_m1.7_1.avi,Sha_wind3_b1_m0.1_1.avi,8
106,Fleece_wind2_b0.01_m0.7_1.avi,Sha_wind3_b0.01_m0.5_1.avi,Sha_wind1_b1_m1_1.avi,8
107,Sha_wind2_b100_m0.3_1.avi,Sweater_wind1_b100_m0.3_1.avi,FeltGreen_wind1_b1_m0.1_1.avi,6
108,Silk_wind1_b10_m0.1_1.avi,Sweater_wind2_b10_m0.5_1.avi,Sha_wind1_b0.01_m0.5_1.avi,2
109,Sweater_wind3_b0.1_m1.3_1.avi,Fleece_wind3_b0.1_m0.5_1.avi,Bro_wind3_b1_m0.7_1.avi,3
110,Cotton_wind1_b100_m1.7_1.avi,Sha_wind3_b100_m1.3_1.avi,Fleece_wind2_b0.1_m1_1.avi,3
111,Sweater_wind2_b100_m1_1.avi,FeltGreen_wind2_b100_m0.1_1.avi,Sha_wind1_b0.01_m0.7_1.avi,5
112,Cotton_wind2_b0.01_m0.1_1.avi,Sha_wind1_b0.01_m1.3_1.avi,Sweater_wind1_b0.001_m1.7_1.avi,8
113,Sweater_wind3_b0.001_m0.3_1.avi,Sha_wind1_b0.001_m0.1_1.avi,Bro_wind3_b0.01_m1.7_1.avi,3
114,Sweater_wind1_b0.01_m1.3_1.avi,Sweater_wind2_b0.01_m1_1.avi,Cotton_wind2_b0.1_m1_1.avi,2
115,FeltGreen_wind3_b0.001_m0.5_1.avi,Silk_wind2_b0.001_m1.3_1.avi,Fleece_wind2_b10_m0.5_1.avi,7
116,Sha_wind3_b100_m0.7_1.avi,Sweater_wind3_b100_m1_1.avi,Silk_wind3_b0.01_m1.7_1.avi,4
117,FeltGreen_wind3_b10_m1.7_1.avi,FeltGreen_wind1_b10_m0.3_1.avi,FeltGreen_wind3_b0.1_m1_1.avi,6
118,Cotton_wind1_b10_m1_1.avi,Cotton_wind3_b10_m1_1.avi,Silk_wind1_b0.001_m0.5_1.avi,3
119,FeltGreen_wind1_b0.001_m0.3_1.avi,Fleece_wind2_b0.001_m0.7_1.avi,Cotton_wind2_b0.01_m0.1_1.avi,5
120,FeltGreen_wind3_b1_m0.1_1.avi,Sweater_wind2_b1_m0.5_1.avi,FeltGreen_wind3_b0.1_m0.5_1.avi,6
121,Fleece_wind2_b1_m0.5_1.avi,Sha_wind1_b1_m0.5_1.avi,Fleece_wind3_b0.001_m1.7_1.avi,2
122,FeltGreen_wind2_b0.01_m0.3_1.avi,Cotton_wind1_b0.01_m0.7_1.avi,Sweater_wind2_b1_m0.3_1.avi,8
123,Fleece_wind2_b100_m0.7_1.avi,Cotton_wind2_b100_m0.3_1.avi,Sha_wind2_b1_m0.7_1.avi,6
124,Sha_wind3_b0.001_m1.7_1.avi,Fleece_wind3_b0.001_m0.3_1.avi,Silk_wind1_b1_m0.3_1.avi,4
125,Sweater_wind1_b0.001_m1.3_1.avi,Sha_wind1_b0.001_m0.1_1.avi,Fleece_wind2_b0.01_m1.7_1.avi,3
126,Silk_wind2_b0.01_m0.5_1.avi,Sha_wind3_b0.01_m1_1.avi,Sha_wind2_b1_m0.1_1.avi,9
127,Sha_wind3_b0.001_m1.7_1.avi,Cotton_wind2_b0.001_m1.3_1.avi,FeltGreen_wind2_b0.01_m0.5_1.avi,4
128,Silk_wind2_b0.001_m0.1_1.avi,Silk_wind3_b0.001_m0.5_1.avi,Bro_wind1_b0.01_m1.3_1.avi,2
129,Fleece_wind3_b0.1_m0.5_1.avi,Cotton_wind3_b0.1_m0.5_1.avi,Bro_wind2_b100_m1.3_1.avi,4
130,Sweater_wind3_b10_m1_1.avi,Sha_wind1_b10_m0.7_1.avi,Silk_wind1_b1_m0.3_1.avi,8
131,Cotton_wind3_b0.001_m1.3_1.avi,Sha_wind3_b0.001_m0.5_1.avi,Sha_wind2_b100_m1.7_1.avi,5
132,Sweater_wind1_b0.1_m0.1_1.avi,Sha_wind3_b0.1_m0.5_1.avi,Fleece_wind2_b100_m0.7_1.avi,6
133,Bro_wind3_b100_m1.7_1.avi,Sha_wind2_b100_m0.5_1.avi,FeltGreen_wind3_b1_m1_1.avi,7
134,Silk_wind1_b100_m1.7_1.avi,Sweater_wind3_b100_m1.7_1.avi,Bro_wind3_b0.1_m0.1_1.avi,3
135,Cotton_wind2_b0.1_m1_1.avi,Cotton_wind2_b0.1_m0.3_1.avi,Fleece_wind2_b1_m1.7_1.avi,1
136,Silk_wind3_b10_m0.5_1.avi,Bro_wind1_b10_m1.3_1.avi,Bro_wind1_b0.001_m0.7_1.avi,8
137,Sweater_wind2_b10_m1.3_1.avi,Bro_wind1_b10_m1_1.avi,FeltGreen_wind3_b0.01_m1_1.avi,2
138,Bro_wind2_b100_m1.3_1.avi,Silk_wind2_b100_m0.5_1.avi,Sweater_wind2_b0.1_m0.3_1.avi,2
139,Silk_wind2_b100_m1_1.avi,Sha_wind3_b100_m0.5_1.avi,FeltGreen_wind2_b1_m0.3_1.avi,6
140,Fleece_wind1_b0.001_m1.3_1.avi,Sweater_wind1_b0.001_m0.5_1.avi,Sha_wind3_b0.1_m0.3_1.avi,6
141,Cotton_wind1_b0.1_m1.7_1.avi,Bro_wind3_b0.1_m1.7_1.avi,Fleece_wind3_b1_m1.7_1.avi,3
142,Sweater_wind1_b10_m0.3_1.avi,Sha_wind1_b10_m1.3_1.avi,Fleece_wind2_b0.1_m0.7_1.avi,6
143,Sha_wind1_b10_m1.7_1.avi,Fleece_wind3_b10_m0.1_1.avi,Sweater_wind2_b0.001_m1.7_1.avi,6
144,Fleece_wind2_b10_m0.1_1.avi,FeltGreen_wind1_b10_m1.7_1.avi,Silk_wind1_b1_m0.7_1.avi,9
145,Bro_wind1_b0.01_m0.3_1.avi,Sha_wind2_b0.01_m1_1.avi,Cotton_wind2_b1_m0.3_1.avi,9
146,Cotton_wind2_b10_m0.7_1.avi,Silk_wind3_b10_m1_1.avi,Bro_wind2_b0.001_m0.7_1.avi,6
147,Silk_wind2_b1_m0.1_1.avi,Bro_wind3_b1_m0.5_1.avi,Silk_wind2_b10_m1.3_1.avi,3
148,Bro_wind3_b100_m1_1.avi,FeltGreen_wind1_b100_m0.3_1.avi,Sweater_wind2_b10_m0.1_1.avi,7
149,Sweater_wind2_b0.01_m0.5_1.avi,Sha_wind2_b0.01_m1.3_1.avi,FeltGreen_wind3_b1_m0.3_1.avi,7
150,Silk_wind3_b0.001_m1_1.avi,Sweater_wind1_b0.001_m1_1.avi,Bro_wind1_b1_m0.5_1.avi,6
151,Sha_wind2_b1_m0.7_1.avi,Cotton_wind2_b1_m1.7_1.avi,Bro_wind1_b0.01_m1.7_1.avi,4
152,Cotton_wind1_b10_m0.5_1.avi,Sha_wind3_b10_m0.7_1.avi,Bro_wind2_b100_m0.7_1.avi,2
153,Sha_wind2_b100_m1.7_1.avi,FeltGreen_wind2_b100_m1_1.avi,Sha_wind1_b0.001_m0.7_1.avi,3
154,Silk_wind1_b100_m0.7_1.avi,Silk_wind1_b100_m1_1.avi,Sweater_wind2_b1_m0.5_1.avi,5
155,Bro_wind2_b0.01_m1.3_1.avi,Bro_wind1_b0.01_m1.3_1.avi,Bro_wind3_b0.001_m1.3_1.avi,5
156,Fleece_wind1_b0.001_m0.5_1.avi,Bro_wind1_b0.001_m1.7_1.avi,Bro_wind1_b1_m0.3_1.avi,7
157,Cotton_wind2_b100_m1.3_1.avi,Silk_wind3_b100_m0.1_1.avi,FeltGreen_wind1_b0.1_m1.7_1.avi,4
158,Bro_wind1_b100_m0.1_1.avi,Sha_wind3_b100_m1_1.avi,Fleece_wind2_b10_m1.7_1.avi,7
159,Fleece_wind1_b1_m1_1.avi,Bro_wind3_b1_m0.5_1.avi,Bro_wind3_b10_m0.1_1.avi,5
160,Fleece_wind2_b0.1_m0.5_1.avi,Cotton_wind3_b0.1_m1_1.avi,Cotton_wind3_b1_m0.5_1.avi,6
161,Silk_wind2_b100_m1.7_1.avi,Silk_wind3_b100_m1.3_1.avi,Sha_wind2_b1_m1.3_1.avi,4
162,Bro_wind3_b1_m1.3_1.avi,Bro_wind1_b1_m0.5_1.avi,Bro_wind3_b0.01_m0.3_1.avi,5
163,FeltGreen_wind2_b10_m0.5_1.avi,Bro_wind1_b10_m0.5_1.avi,Cotton_wind3_b100_m1.7_1.avi,2
164,Sha_wind1_b10_m0.7_1.avi,Sweater_wind3_b10_m0.3_1.avi,Cotton_wind2_b0.01_m0.3_1.avi,2
165,Cotton_wind3_b10_m1_1.avi,Cotton_wind2_b10_m0.5_1.avi,Cotton_wind2_b0.01_m1_1.avi,4
166,Fleece_wind2_b0.001_m1_1.avi,Bro_wind2_b0.001_m0.3_1.avi,FeltGreen_wind1_b1_m0.5_1.avi,6
167,Fleece_wind1_b1_m0.3_1.avi,Fleece_wind1_b1_m0.3_1.avi,Sha_wind3_b0.001_m1.3_1.avi,0
168,Fleece_wind3_b1_m0.1_1.avi,Silk_wind2_b1_m1_1.avi,Bro_wind3_b0.01_m1_1.avi,5
169,Fleece_wind3_b100_m1.7_1.avi,FeltGreen_wind3_b100_m0.5_1.avi,Bro_wind1_b0.001_m1.7_1.avi,4
170,Fleece_wind1_b0.001_m1.7_1.avi,Fleece_wind3_b0.001_m0.7_1.avi,FeltGreen_wind1_b1_m0.3_1.avi,5
171,FeltGreen_wind1_b1_m1_1.avi,Sweater_wind3_b1_m0.1_1.avi,Bro_wind1_b0.01_m0.7_1.avi,7
172,FeltGreen_wind2_b1_m0.3_1.avi,FeltGreen_wind3_b1_m0.7_1.avi,Sha_wind2_b0.001_m1.3_1.avi,2
173,Fleece_wind2_b100_m1_1.avi,Fleece_wind2_b100_m0.7_1.avi,Fleece_wind3_b0.01_m0.7_1.avi,2
174,Sweater_wind3_b10_m0.5_1.avi,Sweater_wind2_b10_m1_1.avi,Silk_wind3_b100_m0.5_1.avi,3
175,Bro_wind2_b0.001_m1.3_1.avi,Fleece_wind3_b0.001_m0.7_1.avi,Fleece_wind3_b0.1_m1.7_1.avi,10
176,Sweater_wind3_b1_m0.1_1.avi,FeltGreen_wind2_b1_m1.7_1.avi,Cotton_wind1_b0.001_m1.3_1.avi,4
177,Cotton_wind1_b10_m1.7_1.avi,Silk_wind2_b10_m0.5_1.avi,Sweater_wind1_b1_m1.7_1.avi,8
178,Fleece_wind2_b10_m1_1.avi,Bro_wind2_b10_m1.3_1.avi,Silk_wind3_b100_m1.7_1.avi,2
179,Sha_wind1_b100_m0.7_1.avi,Bro_wind2_b100_m0.5_1.avi,Cotton_wind1_b10_m0.1_1.avi,7
180,Fleece_wind2_b0.001_m1.7_1.avi,Bro_wind1_b0.001_m1_1.avi,Silk_wind1_b0.01_m1.7_1.avi,5
181,Cotton_wind3_b0.001_m1.7_1.avi,Sha_wind1_b0.001_m1_1.avi,Fleece_wind3_b1_m0.7_1.avi,6
182,Sha_wind2_b100_m0.5_1.avi,Bro_wind3_b100_m0.7_1.avi,Sha_wind3_b0.1_m0.3_1.avi,4
183,Fleece_wind1_b0.01_m0.5_1.avi,FeltGreen_wind2_b0.01_m1_1.avi,Bro_wind3_b1_m1_1.avi,6
184,Silk_wind1_b10_m0.3_1.avi,Cotton_wind2_b10_m0.3_1.avi,Fleece_wind1_b1_m0.5_1.avi,6
185,Cotton_wind3_b100_m1.3_1.avi,Cotton_wind2_b100_m1.7_1.avi,Silk_wind1_b0.1_m1.3_1.avi,3
186,Cotton_wind3_b0.001_m0.7_1.avi,FeltGreen_wind1_b0.001_m0.7_1.avi,Silk_wind3_b0.1_m1.7_1.avi,6
187,Cotton_wind2_b100_m1.3_1.avi,Silk_wind2_b100_m1_1.avi,Fleece_wind1_b0.1_m0.5_1.avi,2
188,Sweater_wind3_b0.1_m1.3_1.avi,FeltGreen_wind2_b0.1_m0.7_1.avi,Fleece_wind3_b1_m1_1.avi,4
189,Bro_wind2_b0.1_m0.3_1.avi,Bro_wind3_b0.1_m0.3_1.avi,Fleece_wind3_b100_m1.3_1.avi,5
190,Cotton_wind1_b1_m0.3_1.avi,Bro_wind1_b1_m0.7_1.avi,Sweater_wind3_b0.01_m0.3_1.avi,6
191,Bro_wind2_b100_m1.3_1.avi,Cotton_wind2_b100_m0.1_1.avi,Sha_wind2_b0.1_m1.7_1.avi,3
192,Silk_wind2_b0.1_m0.3_1.avi,Sweater_wind1_b0.1_m1.3_1.avi,Silk_wind2_b10_m0.5_1.avi,8
193,Sweater_wind2_b0.01_m0.3_1.avi,Fleece_wind3_b0.01_m1_1.avi,Fleece_wind1_b10_m0.7_1.avi,8
194,Bro_wind3_b10_m0.5_1.avi,Cotton_wind1_b10_m0.5_1.avi,Bro_wind1_b0.1_m0.7_1.avi,6
195,Bro_wind3_b1_m0.5_1.avi,Bro_wind2_b1_m0.7_1.avi,Sha_wind2_b0.1_m1_1.avi,7
