Triplet #,Anchor,Positive,Negative,Hardness Score
63,"(1, 1, 3, 5)","(1, 1, 6, 4)","(5, 0, 2, 3)",4
64,"(1, 1, 1, 6)","(1, 2, 2, 4)","(5, 1, 0, 3)",4
65,"(4, 0, 3, 4)","(4, 1, 1, 2)","(5, 2, 4, 1)",8
66,"(3, 0, 3, 2)","(3, 1, 5, 1)","(4, 1, 4, 0)",9
67,"(4, 0, 2, 5)","(4, 0, 1, 2)","(5, 1, 6, 0)",6
68,"(1, 2, 6, 3)","(1, 0, 0, 2)","(3, 0, 6, 4)",8
69,"(2, 2, 4, 4)","(2, 1, 6, 5)","(0, 2, 1, 0)",6
70,"(3, 1, 4, 6)","(3, 2, 0, 1)","(2, 0, 3, 3)",8
71,"(3, 1, 2, 5)","(3, 2, 4, 3)","(4, 2, 3, 0)",9
72,"(3, 0, 6, 1)","(3, 1, 3, 2)","(2, 1, 0, 4)",8
73,"(2, 0, 2, 4)","(2, 0, 5, 3)","(0, 0, 0, 3)",7
74,"(3, 0, 5, 3)","(3, 0, 0, 0)","(1, 1, 2, 1)",6
75,"(0, 0, 6, 4)","(0, 2, 5, 6)","(4, 0, 6, 2)",5
76,"(4, 2, 4, 1)","(4, 1, 0, 2)","(3, 1, 0, 6)",11
77,"(5, 0, 3, 5)","(5, 0, 5, 4)","(4, 1, 4, 3)",7
78,"(5, 0, 3, 5)","(5, 0, 3, 4)","(4, 1, 4, 1)",5
79,"(3, 2, 2, 5)","(3, 2, 0, 1)","(5, 1, 5, 5)",5
80,"(5, 1, 4, 1)","(5, 0, 2, 3)","(0, 0, 5, 1)",5
81,"(0, 0, 2, 2)","(0, 1, 3, 6)","(4, 1, 3, 4)",4
82,"(3, 0, 4, 3)","(3, 1, 3, 3)","(4, 2, 1, 3)",6
83,"(1, 2, 4, 3)","(1, 1, 3, 6)","(5, 1, 6, 3)",5
84,"(2, 2, 4, 3)","(2, 0, 6, 5)","(3, 1, 4, 4)",8
85,"(0, 1, 2, 3)","(0, 0, 4, 4)","(2, 1, 0, 1)",6
86,"(1, 0, 2, 6)","(1, 1, 0, 3)","(0, 2, 3, 2)",8
87,"(0, 1, 4, 2)","(0, 1, 1, 1)","(3, 0, 1, 3)",6
88,"(3, 1, 2, 0)","(3, 0, 2, 6)","(5, 1, 2, 2)",5
89,"(3, 0, 0, 4)","(3, 0, 0, 2)","(5, 1, 0, 5)",4
90,"(5, 0, 5, 3)","(5, 2, 4, 6)","(2, 0, 0, 2)",5
91,"(4, 1, 1, 4)","(4, 2, 2, 2)","(0, 0, 1, 3)",5
92,"(2, 2, 0, 5)","(2, 1, 5, 4)","(0, 0, 6, 2)",6
93,"(1, 2, 1, 0)","(1, 0, 1, 3)","(3, 2, 4, 3)",6
94,"(2, 0, 4, 1)","(2, 2, 5, 2)","(0, 2, 0, 5)",7
95,"(5, 2, 1, 5)","(5, 0, 3, 2)","(0, 2, 3, 4)",5
96,"(0, 0, 1, 0)","(0, 1, 3, 3)","(2, 1, 5, 5)",7
97,"(4, 0, 3, 3)","(4, 0, 3, 6)","(1, 1, 0, 3)",3
98,"(1, 0, 6, 2)","(1, 2, 2, 6)","(0, 2, 2, 4)",11
99,"(0, 0, 4, 6)","(0, 2, 4, 0)","(3, 1, 2, 6)",4
100,"(5, 0, 3, 1)","(5, 0, 2, 0)","(0, 0, 0, 6)",2
101,"(2, 2, 4, 3)","(2, 1, 1, 1)","(0, 0, 4, 4)",7
102,"(3, 2, 1, 3)","(3, 2, 5, 4)","(4, 1, 4, 1)",7
103,"(4, 0, 4, 3)","(4, 0, 4, 0)","(0, 1, 2, 3)",2
104,"(5, 2, 3, 6)","(5, 1, 2, 3)","(1, 2, 0, 0)",4
105,"(2, 2, 6, 1)","(2, 1, 0, 4)","(5, 0, 5, 6)",6
106,"(0, 2, 0, 4)","(0, 0, 6, 6)","(3, 1, 1, 6)",7
107,"(4, 2, 1, 1)","(4, 0, 3, 2)","(2, 1, 6, 1)",6
108,"(4, 2, 4, 5)","(4, 1, 2, 1)","(5, 0, 3, 1)",9
109,"(5, 2, 2, 0)","(5, 0, 2, 2)","(3, 1, 5, 4)",5
110,"(5, 2, 1, 2)","(5, 1, 4, 5)","(1, 1, 3, 1)",6
111,"(4, 1, 3, 1)","(4, 0, 3, 1)","(1, 1, 1, 0)",3
112,"(2, 0, 2, 6)","(2, 2, 1, 1)","(0, 0, 3, 1)",7
113,"(5, 2, 3, 2)","(5, 0, 5, 5)","(1, 0, 0, 6)",5
114,"(2, 1, 0, 1)","(2, 2, 6, 0)","(4, 2, 5, 4)",8
115,"(0, 0, 4, 5)","(0, 0, 4, 0)","(2, 1, 5, 6)",4
116,"(5, 2, 6, 5)","(5, 1, 6, 1)","(0, 2, 1, 0)",2
117,"(2, 2, 3, 6)","(2, 0, 1, 0)","(4, 2, 0, 4)",6
118,"(2, 0, 5, 6)","(2, 0, 6, 6)","(1, 1, 0, 3)",5
119,"(3, 2, 1, 5)","(3, 1, 0, 6)","(4, 0, 0, 2)",6
120,"(4, 0, 4, 2)","(4, 2, 4, 3)","(0, 2, 6, 4)",4
121,"(1, 2, 0, 4)","(1, 2, 5, 3)","(5, 0, 3, 2)",4
122,"(4, 0, 6, 4)","(4, 0, 6, 6)","(2, 2, 0, 5)",4
123,"(3, 1, 1, 2)","(3, 1, 1, 3)","(1, 1, 5, 0)",4
124,"(5, 1, 2, 6)","(5, 1, 0, 3)","(2, 1, 2, 0)",5
125,"(2, 1, 2, 5)","(2, 1, 5, 6)","(0, 0, 2, 6)",7
126,"(4, 0, 1, 1)","(4, 2, 2, 5)","(2, 2, 6, 4)",7
127,"(0, 1, 4, 3)","(0, 2, 3, 3)","(4, 2, 2, 1)",4
128,"(1, 2, 0, 0)","(1, 1, 2, 3)","(2, 0, 1, 6)",8
129,"(4, 0, 0, 4)","(4, 0, 2, 6)","(5, 2, 6, 5)",6
130,"(4, 0, 6, 2)","(4, 2, 1, 6)","(5, 0, 2, 3)",8
131,"(4, 2, 3, 6)","(4, 0, 3, 2)","(3, 0, 4, 6)",7
132,"(0, 0, 1, 0)","(0, 2, 0, 6)","(2, 2, 6, 5)",7
133,"(4, 0, 0, 1)","(4, 1, 5, 3)","(2, 2, 2, 3)",8
134,"(4, 1, 3, 3)","(4, 1, 2, 2)","(3, 0, 0, 2)",7
135,"(4, 2, 2, 5)","(4, 2, 0, 3)","(1, 2, 4, 5)",4
136,"(4, 2, 1, 0)","(4, 2, 2, 3)","(1, 1, 2, 6)",3
137,"(5, 0, 4, 4)","(5, 2, 3, 5)","(1, 0, 4, 6)",5
138,"(3, 2, 1, 5)","(3, 1, 2, 1)","(1, 1, 6, 2)",7
139,"(2, 0, 4, 5)","(2, 1, 1, 4)","(5, 2, 2, 1)",6
140,"(4, 1, 6, 1)","(4, 1, 3, 4)","(2, 0, 4, 3)",6
141,"(1, 2, 0, 5)","(1, 2, 2, 0)","(5, 0, 2, 6)",5
142,"(5, 1, 6, 0)","(5, 2, 4, 0)","(4, 0, 4, 6)",8
143,"(5, 0, 6, 3)","(5, 1, 1, 1)","(1, 2, 4, 1)",6
144,"(4, 0, 5, 1)","(4, 2, 6, 1)","(0, 2, 4, 6)",4
145,"(2, 1, 6, 6)","(2, 0, 1, 5)","(0, 1, 3, 2)",7
146,"(5, 2, 4, 0)","(5, 1, 1, 0)","(2, 0, 6, 3)",5
147,"(2, 0, 1, 6)","(2, 1, 2, 0)","(4, 2, 4, 5)",6
148,"(2, 2, 4, 3)","(2, 1, 2, 4)","(4, 0, 6, 4)",7
149,"(0, 2, 1, 0)","(0, 2, 2, 1)","(4, 1, 0, 6)",3
150,"(1, 0, 0, 3)","(1, 1, 2, 5)","(3, 1, 3, 4)",7
151,"(5, 1, 1, 6)","(5, 1, 1, 5)","(1, 1, 1, 0)",2
152,"(4, 0, 2, 1)","(4, 0, 0, 0)","(2, 0, 5, 6)",5
153,"(3, 1, 0, 3)","(3, 2, 6, 1)","(2, 2, 3, 1)",10
154,"(1, 2, 4, 0)","(1, 0, 2, 3)","(0, 2, 6, 6)",7
155,"(3, 2, 3, 4)","(3, 1, 0, 2)","(4, 1, 5, 4)",9
156,"(5, 0, 3, 1)","(5, 1, 1, 4)","(2, 2, 5, 1)",5
157,"(5, 0, 1, 5)","(5, 1, 3, 1)","(2, 0, 5, 3)",5
158,"(5, 1, 6, 3)","(5, 1, 6, 1)","(3, 1, 4, 6)",4
159,"(5, 2, 5, 2)","(5, 0, 5, 5)","(1, 2, 6, 3)",3
160,"(3, 2, 3, 6)","(3, 0, 1, 4)","(2, 2, 0, 4)",8
161,"(3, 0, 6, 6)","(3, 0, 4, 2)","(5, 2, 0, 2)",6
162,"(1, 1, 0, 0)","(1, 1, 4, 1)","(5, 2, 6, 1)",4
163,"(4, 0, 5, 5)","(4, 1, 0, 0)","(2, 0, 4, 4)",7
164,"(0, 1, 2, 3)","(0, 0, 5, 3)","(4, 0, 5, 0)",6
165,"(0, 1, 4, 2)","(0, 0, 4, 6)","(2, 0, 2, 5)",6
166,"(1, 2, 2, 3)","(1, 0, 1, 5)","(2, 0, 6, 0)",8
167,"(0, 1, 4, 5)","(0, 1, 4, 2)","(1, 1, 1, 0)",5
168,"(0, 1, 1, 1)","(0, 1, 2, 4)","(4, 0, 2, 5)",2
169,"(3, 0, 0, 5)","(3, 1, 5, 3)","(0, 2, 0, 3)",7
170,"(2, 0, 5, 2)","(2, 2, 2, 0)","(0, 1, 1, 5)",6
171,"(1, 0, 6, 5)","(1, 0, 0, 3)","(5, 2, 0, 1)",6
172,"(0, 2, 3, 0)","(0, 1, 2, 2)","(3, 2, 2, 4)",4
173,"(4, 1, 6, 0)","(4, 0, 2, 1)","(5, 2, 6, 0)",8
174,"(2, 0, 2, 1)","(2, 0, 1, 0)","(5, 1, 1, 3)",3
175,"(4, 0, 2, 1)","(4, 2, 0, 0)","(1, 2, 4, 5)",6
176,"(5, 0, 3, 1)","(5, 0, 0, 0)","(3, 2, 6, 4)",5
177,"(0, 1, 3, 5)","(0, 2, 1, 0)","(1, 1, 5, 5)",7
178,"(1, 1, 5, 6)","(1, 0, 4, 2)","(2, 2, 4, 4)",6
179,"(2, 1, 5, 1)","(2, 1, 1, 5)","(3, 1, 3, 3)",7
180,"(2, 2, 6, 0)","(2, 0, 3, 6)","(4, 0, 1, 3)",7
181,"(2, 1, 3, 5)","(2, 2, 6, 0)","(4, 2, 4, 2)",8
182,"(2, 1, 4, 1)","(2, 2, 5, 6)","(1, 1, 1, 5)",7
183,"(0, 1, 1, 6)","(0, 0, 4, 3)","(3, 1, 5, 2)",5
184,"(2, 2, 1, 2)","(2, 1, 4, 4)","(1, 0, 3, 5)",8
185,"(0, 0, 0, 5)","(0, 2, 3, 0)","(4, 0, 6, 2)",4
186,"(0, 1, 2, 6)","(0, 2, 5, 0)","(1, 1, 3, 6)",8
187,"(5, 1, 3, 2)","(5, 1, 0, 6)","(3, 1, 5, 1)",6
188,"(5, 0, 5, 3)","(5, 1, 4, 4)","(1, 0, 5, 3)",5
189,"(2, 2, 2, 3)","(2, 1, 3, 3)","(3, 2, 5, 4)",6
190,"(2, 0, 3, 6)","(2, 2, 6, 4)","(4, 1, 1, 5)",7
191,"(4, 2, 5, 0)","(4, 2, 1, 5)","(2, 0, 3, 0)",6
192,"(2, 1, 5, 2)","(2, 1, 3, 3)","(1, 1, 6, 6)",7
193,"(0, 0, 2, 0)","(0, 0, 0, 5)","(1, 1, 5, 4)",6
194,"(3, 0, 2, 3)","(3, 0, 2, 2)","(1, 1, 5, 4)",4
195,"(4, 1, 1, 5)","(4, 1, 4, 1)","(3, 1, 4, 2)",8
196,"(1, 1, 2, 3)","(1, 0, 3, 5)","(0, 1, 3, 1)",6
197,"(1, 2, 2, 2)","(1, 0, 1, 6)","(4, 1, 0, 6)",6
198,"(1, 0, 0, 2)","(1, 1, 1, 4)","(4, 1, 4, 6)",6
199,"(0, 0, 0, 5)","(0, 1, 3, 4)","(4, 1, 6, 6)",5
200,"(1, 1, 2, 0)","(1, 2, 0, 3)","(3, 2, 6, 6)",7
201,"(0, 1, 6, 2)","(0, 1, 0, 6)","(1, 2, 1, 5)",7
202,"(0, 1, 5, 5)","(0, 1, 2, 5)","(1, 1, 6, 4)",6
203,"(2, 0, 3, 2)","(2, 0, 3, 3)","(3, 1, 3, 0)",5
204,"(0, 1, 2, 4)","(0, 0, 1, 3)","(3, 2, 3, 2)",5
205,"(3, 2, 3, 6)","(3, 2, 1, 6)","(4, 1, 6, 3)",5
206,"(1, 1, 3, 2)","(1, 2, 2, 5)","(3, 1, 3, 6)",7
207,"(4, 0, 2, 4)","(4, 1, 3, 0)","(1, 2, 2, 4)",6
208,"(3, 2, 0, 0)","(3, 2, 5, 6)","(4, 2, 0, 3)",7
209,"(0, 1, 4, 0)","(0, 0, 6, 2)","(1, 2, 3, 6)",8
210,"(0, 2, 0, 3)","(0, 0, 5, 3)","(2, 0, 0, 0)",7
211,"(2, 0, 1, 1)","(2, 2, 1, 5)","(5, 1, 2, 5)",5
212,"(2, 0, 1, 2)","(2, 2, 5, 0)","(0, 2, 5, 3)",10
213,"(4, 0, 2, 6)","(4, 2, 1, 4)","(0, 1, 6, 6)",4
214,"(1, 2, 3, 0)","(1, 2, 3, 2)","(5, 2, 0, 1)",2
215,"(0, 1, 5, 6)","(0, 1, 2, 3)","(3, 1, 3, 5)",5
216,"(0, 0, 5, 2)","(0, 0, 6, 2)","(4, 0, 3, 3)",2
217,"(3, 0, 4, 3)","(3, 0, 5, 0)","(2, 1, 3, 2)",6
218,"(3, 0, 3, 0)","(3, 2, 6, 2)","(0, 0, 5, 0)",6
219,"(2, 0, 2, 4)","(2, 0, 3, 4)","(0, 2, 4, 5)",4
220,"(4, 0, 5, 3)","(4, 1, 5, 0)","(1, 1, 3, 1)",5
221,"(4, 2, 0, 6)","(4, 0, 2, 2)","(1, 0, 4, 1)",6
222,"(3, 1, 2, 2)","(3, 0, 2, 4)","(2, 2, 4, 6)",6
223,"(1, 2, 6, 0)","(1, 0, 4, 6)","(2, 1, 1, 4)",7
224,"(2, 2, 4, 0)","(2, 0, 4, 5)","(5, 0, 4, 4)",5
225,"(5, 0, 3, 1)","(5, 1, 1, 1)","(3, 0, 6, 4)",5
226,"(5, 1, 5, 0)","(5, 1, 1, 2)","(3, 2, 3, 0)",6
227,"(2, 2, 3, 1)","(2, 0, 0, 3)","(0, 2, 5, 4)",7
228,"(5, 2, 1, 2)","(5, 0, 5, 1)","(3, 1, 6, 0)",6
229,"(2, 0, 1, 1)","(2, 2, 1, 5)","(4, 2, 2, 2)",6
230,"(4, 1, 4, 2)","(4, 1, 0, 5)","(5, 0, 0, 6)",9
231,"(0, 0, 0, 0)","(0, 1, 2, 3)","(1, 1, 1, 0)",9
232,"(1, 0, 5, 0)","(1, 0, 5, 3)","(4, 2, 1, 5)",3
233,"(5, 0, 4, 0)","(5, 1, 4, 6)","(2, 1, 5, 1)",5
234,"(1, 0, 2, 1)","(1, 2, 0, 6)","(4, 0, 1, 5)",6
235,"(3, 2, 6, 5)","(3, 2, 3, 1)","(1, 1, 0, 4)",5
236,"(3, 1, 2, 4)","(3, 0, 0, 3)","(0, 0, 1, 2)",7
237,"(3, 2, 4, 2)","(3, 1, 1, 0)","(2, 1, 2, 4)",9
238,"(4, 0, 0, 5)","(4, 0, 0, 1)","(2, 1, 0, 4)",4
239,"(0, 0, 3, 5)","(0, 2, 5, 1)","(3, 2, 5, 3)",8
240,"(5, 1, 4, 5)","(5, 0, 2, 3)","(4, 1, 5, 2)",8
241,"(1, 1, 3, 6)","(1, 0, 6, 2)","(5, 1, 1, 4)",5
242,"(5, 1, 0, 0)","(5, 1, 3, 3)","(0, 0, 0, 1)",3
243,"(3, 1, 3, 6)","(3, 0, 4, 2)","(1, 0, 4, 6)",6
244,"(3, 2, 5, 6)","(3, 1, 1, 2)","(5, 2, 2, 4)",7
245,"(2, 2, 5, 0)","(2, 0, 5, 6)","(3, 0, 3, 0)",7
246,"(5, 1, 3, 5)","(5, 1, 0, 2)","(4, 2, 4, 5)",7
247,"(5, 2, 3, 3)","(5, 2, 3, 4)","(0, 0, 1, 4)",2
248,"(4, 1, 3, 3)","(4, 2, 0, 6)","(5, 1, 0, 4)",9
249,"(2, 2, 2, 2)","(2, 2, 3, 3)","(0, 0, 4, 6)",5
250,"(1, 0, 3, 2)","(1, 0, 5, 2)","(2, 2, 3, 2)",6
251,"(1, 0, 2, 6)","(1, 0, 3, 0)","(4, 1, 6, 0)",5
252,"(4, 2, 0, 4)","(4, 1, 6, 3)","(5, 1, 5, 0)",9
253,"(2, 0, 3, 0)","(2, 0, 1, 4)","(3, 2, 1, 6)",8
254,"(1, 1, 5, 6)","(1, 2, 0, 1)","(5, 0, 1, 6)",5
255,"(5, 1, 2, 5)","(5, 1, 4, 3)","(3, 2, 2, 6)",6
256,"(0, 0, 2, 1)","(0, 2, 2, 0)","(3, 0, 1, 1)",4
257,"(3, 0, 3, 3)","(3, 2, 1, 3)","(5, 0, 0, 5)",5
258,"(2, 2, 1, 4)","(2, 1, 6, 4)","(3, 2, 3, 0)",7
259,"(1, 0, 2, 5)","(1, 1, 5, 4)","(0, 0, 4, 6)",8
260,"(0, 0, 4, 2)","(0, 1, 2, 6)","(5, 2, 2, 4)",5
261,"(0, 0, 4, 1)","(0, 0, 5, 5)","(4, 1, 1, 2)",3
262,"(3, 1, 2, 0)","(3, 2, 5, 2)","(5, 0, 1, 6)",7
263,"(2, 0, 2, 2)","(2, 1, 2, 3)","(0, 1, 5, 4)",6
264,"(5, 1, 6, 5)","(5, 0, 2, 5)","(3, 2, 0, 6)",5
265,"(1, 0, 4, 3)","(1, 1, 4, 2)","(3, 1, 4, 3)",6
266,"(5, 0, 0, 2)","(5, 0, 0, 6)","(3, 1, 2, 5)",4
267,"(1, 0, 1, 2)","(1, 0, 4, 1)","(4, 0, 4, 1)",7
268,"(1, 1, 2, 3)","(1, 1, 5, 5)","(5, 1, 3, 0)",4
269,"(4, 2, 2, 6)","(4, 1, 4, 4)","(0, 0, 2, 4)",6
270,"(5, 0, 0, 4)","(5, 2, 0, 5)","(4, 0, 6, 1)",6
271,"(0, 1, 0, 1)","(0, 2, 6, 5)","(2, 0, 4, 4)",7
272,"(2, 2, 4, 0)","(2, 1, 5, 4)","(5, 2, 2, 0)",5
273,"(3, 2, 4, 0)","(3, 0, 6, 3)","(5, 1, 2, 0)",6
274,"(5, 2, 1, 0)","(5, 2, 5, 0)","(2, 0, 3, 6)",4
275,"(5, 0, 0, 2)","(5, 0, 1, 6)","(4, 1, 6, 2)",6
276,"(4, 1, 2, 2)","(4, 0, 2, 0)","(5, 2, 6, 4)",6
277,"(2, 0, 4, 4)","(2, 1, 2, 3)","(5, 2, 6, 2)",5
278,"(2, 2, 0, 0)","(2, 2, 4, 4)","(3, 0, 5, 0)",6
279,"(0, 2, 6, 0)","(0, 0, 3, 5)","(4, 0, 5, 4)",6
280,"(2, 2, 1, 5)","(2, 1, 3, 4)","(5, 2, 0, 3)",6
281,"(2, 0, 3, 1)","(2, 2, 2, 6)","(5, 1, 6, 4)",5
282,"(5, 2, 0, 0)","(5, 0, 5, 4)","(0, 2, 3, 4)",5
283,"(4, 1, 1, 2)","(4, 0, 5, 0)","(2, 1, 2, 1)",7
284,"(5, 0, 1, 2)","(5, 0, 4, 1)","(1, 0, 0, 4)",4
285,"(2, 1, 2, 2)","(2, 0, 0, 0)","(4, 1, 1, 0)",8
286,"(3, 2, 1, 3)","(3, 1, 0, 5)","(5, 1, 5, 2)",7
287,"(0, 2, 5, 4)","(0, 0, 1, 6)","(5, 2, 5, 6)",5
288,"(2, 2, 4, 4)","(2, 1, 4, 3)","(3, 0, 3, 3)",7
289,"(5, 1, 5, 1)","(5, 0, 3, 5)","(0, 1, 0, 3)",3
290,"(0, 1, 6, 0)","(0, 2, 0, 1)","(4, 0, 2, 0)",5
291,"(3, 0, 1, 6)","(3, 2, 0, 4)","(0, 1, 5, 0)",5
292,"(3, 2, 4, 2)","(3, 2, 6, 4)","(1, 0, 6, 1)",7
293,"(0, 1, 6, 0)","(0, 1, 4, 4)","(4, 1, 5, 4)",5
294,"(1, 1, 6, 2)","(1, 1, 1, 3)","(2, 1, 1, 4)",9
295,"(1, 1, 6, 2)","(1, 0, 3, 2)","(0, 0, 5, 5)",8
296,"(5, 1, 4, 3)","(5, 2, 0, 1)","(1, 0, 3, 3)",5
297,"(0, 0, 5, 0)","(0, 0, 0, 3)","(3, 2, 1, 5)",5
298,"(5, 1, 3, 3)","(5, 1, 2, 2)","(1, 1, 1, 2)",4
299,"(1, 2, 6, 6)","(1, 0, 4, 1)","(3, 0, 3, 4)",7
300,"(4, 0, 6, 4)","(4, 1, 5, 6)","(2, 0, 3, 4)",6
301,"(2, 1, 2, 3)","(2, 2, 6, 5)","(5, 2, 0, 1)",7
302,"(3, 2, 1, 6)","(3, 2, 0, 2)","(0, 2, 5, 5)",4
303,"(5, 2, 5, 2)","(5, 2, 6, 4)","(3, 2, 1, 6)",5
304,"(2, 0, 5, 4)","(2, 1, 4, 6)","(4, 2, 2, 4)",6
305,"(4, 2, 1, 2)","(4, 1, 2, 1)","(0, 2, 4, 3)",4
306,"(5, 2, 2, 3)","(5, 2, 6, 1)","(0, 2, 3, 1)",4
307,"(5, 0, 1, 5)","(5, 2, 1, 4)","(4, 1, 3, 3)",6
308,"(5, 1, 0, 2)","(5, 1, 3, 4)","(1, 2, 0, 3)",4
309,"(5, 2, 1, 1)","(5, 0, 0, 5)","(1, 0, 3, 4)",5
310,"(3, 0, 6, 6)","(3, 2, 0, 1)","(1, 2, 4, 1)",9
311,"(4, 2, 0, 6)","(4, 2, 2, 3)","(3, 0, 4, 0)",6
312,"(3, 2, 5, 0)","(3, 1, 1, 1)","(2, 0, 6, 2)",8
313,"(4, 0, 5, 1)","(4, 1, 5, 2)","(3, 0, 0, 1)",6
314,"(1, 2, 4, 1)","(1, 2, 1, 0)","(2, 2, 0, 2)",6
315,"(5, 2, 3, 6)","(5, 2, 0, 3)","(3, 0, 3, 3)",7
316,"(5, 1, 0, 0)","(5, 2, 1, 2)","(4, 0, 3, 4)",7
317,"(0, 0, 5, 5)","(0, 2, 0, 0)","(4, 0, 0, 4)",7
